Name,Package URL,Github,ecosystem,number,created_at,openByOutsider,comments,returnByInsider,reply_at
bytecode,https://pypi.org/project/bytecode/,https://github.com/MatthieuDartiailh/bytecode,pypi,127,2023-09-22T22:39:12Z,false,14,true,2023-09-23T06:12:24Z
parameterized,https://pypi.org/project/parameterized/,https://github.com/wolever/parameterized,pypi,175,2023-09-12T19:40:17Z,true,1,false,
netaddr,https://pypi.org/project/netaddr/,https://github.com/drkjam/netaddr/,pypi,262,2023-09-14T22:47:31Z,false,0,false,
opentelemetry-exporter-otlp-proto-common,https://pypi.org/project/opentelemetry-exporter-otlp-proto-common/,https://github.com/open-telemetry/opentelemetry-python/tree/main/exporter/opentelemetry-exporter-otlp-proto-common,pypi,3476,2023-10-14T07:22:48Z,true,0,false,
Flask-AppBuilder,https://pypi.org/project/Flask-AppBuilder/,https://github.com/dpgaspar/flask-appbuilder/,pypi,2138,2023-10-15T17:02:37Z,false,1,false,
pyperclip,https://pypi.org/project/pyperclip/,https://github.com/asweigart/pyperclip,pypi,252,2023-10-14T02:15:06Z,true,0,false,
openapi-spec-validator,https://pypi.org/project/openapi-spec-validator/,https://github.com/python-openapi/openapi-spec-validator,pypi,266,2023-08-18T12:58:48Z,true,0,false,
azure-mgmt-managementgroups,https://pypi.org/project/azure-mgmt-managementgroups/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-applicationinsights,https://pypi.org/project/azure-mgmt-applicationinsights/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-eventgrid,https://pypi.org/project/azure-mgmt-eventgrid/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
google-cloud-datastore,https://pypi.org/project/google-cloud-datastore/,https://github.com/googleapis/python-datastore,pypi,490,2023-10-13T18:01:18Z,false,0,false,
onnx,https://pypi.org/project/onnx/,https://github.com/onnx/onnx,pypi,5670,2023-10-14T14:05:08Z,false,0,false,
azure-mgmt-media,https://pypi.org/project/azure-mgmt-media/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
marshmallow-sqlalchemy,https://pypi.org/project/marshmallow-sqlalchemy/,https://github.com/marshmallow-code/marshmallow-sqlalchemy,pypi,539,2023-10-13T18:29:13Z,false,0,false,
lark,https://pypi.org/project/lark/,https://github.com/lark-parser/lark,pypi,1351,2023-10-07T02:55:07Z,false,0,false,
azure-mgmt-iothubprovisioningservices,https://pypi.org/project/azure-mgmt-iothubprovisioningservices/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
mysqlclient,https://pypi.org/project/mysqlclient/,https://github.com/PyMySQL/mysqlclient,pypi,650,2023-08-24T15:22:00Z,true,0,false,
azure-mgmt-billing,https://pypi.org/project/azure-mgmt-billing/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-advisor,https://pypi.org/project/azure-mgmt-advisor/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-servicefabric,https://pypi.org/project/azure-mgmt-servicefabric/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
confection,https://pypi.org/project/confection/,https://github.com/explosion/confection,pypi,45,2023-10-11T08:27:01Z,false,0,false,
azure-mgmt-batchai,https://pypi.org/project/azure-mgmt-batchai/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-policyinsights,https://pypi.org/project/azure-mgmt-policyinsights/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
pytest-html,https://pypi.org/project/pytest-html/,https://github.com/pytest-dev/pytest-html,pypi,748,2023-10-15T11:03:00Z,true,3,true,2023-10-15T11:24:58Z
azure-mgmt-iotcentral,https://pypi.org/project/azure-mgmt-iotcentral/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-cosmosdb-table,https://pypi.org/project/azure-cosmosdb-table/,https://github.com/Azure/azure-cosmosdb-python,pypi,63,2022-07-28T16:57:08Z,true,0,false,
azure-mgmt-datamigration,https://pypi.org/project/azure-mgmt-datamigration/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-maps,https://pypi.org/project/azure-mgmt-maps/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
agate,https://pypi.org/project/agate/,https://github.com/wireservice/agate,pypi,776,2023-10-04T05:30:50Z,false,0,false,
types-paramiko,https://pypi.org/project/types-paramiko/,https://github.com/python/typeshed,pypi,10887,2023-10-14T20:07:16Z,false,2,true,2023-10-14T21:00:20Z
pytest-rerunfailures,https://pypi.org/project/pytest-rerunfailures/,https://github.com/pytest-dev/pytest-rerunfailures,pypi,238,2023-10-10T14:05:57Z,true,0,false,
azure-loganalytics,https://pypi.org/project/azure-loganalytics/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-datalake-analytics,https://pypi.org/project/azure-mgmt-datalake-analytics/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
pyserial,https://pypi.org/project/pyserial/,https://github.com/pyserial/pyserial,pypi,719,2023-10-03T13:52:47Z,true,0,false,
spacy-loggers,https://pypi.org/project/spacy-loggers/,https://github.com/explosion/spacy-loggers,pypi,13,2022-11-05T02:22:44Z,true,2,false,
Flask-Login,https://pypi.org/project/Flask-Login/,https://github.com/maxcountryman/flask-login,pypi,781,2023-10-03T00:25:05Z,false,1,false,
Flask-JWT-Extended,https://pypi.org/project/Flask-JWT-Extended/,https://github.com/vimalloc/flask-jwt-extended,pypi,528,2023-10-03T06:16:42Z,true,1,true,2023-10-03T18:50:50Z
azure-devops,https://pypi.org/project/azure-devops/,https://github.com/microsoft/azure-devops-python-api,pypi,472,2023-10-13T20:35:16Z,true,0,false,
opentelemetry-instrumentation,https://pypi.org/project/opentelemetry-instrumentation/,https://github.com/open-telemetry/opentelemetry-python-contrib/tree/main/opentelemetry-instrumentation,pypi,2003,2023-10-14T11:20:00Z,false,0,false,
spark-nlp,https://pypi.org/project/spark-nlp/,https://github.com/JohnSnowLabs/spark-nlp,pypi,14026,2023-10-14T12:04:25Z,false,0,false,
dateparser,https://pypi.org/project/dateparser/,https://github.com/scrapinghub/dateparser,pypi,1191,2023-10-10T10:11:55Z,true,0,false,
Twisted,https://pypi.org/project/Twisted/,https://github.com/twisted/twisted,pypi,12019,2023-10-12T21:44:06Z,false,6,true,2023-10-12T22:06:24Z
lightning-utilities,https://pypi.org/project/lightning-utilities/,https://github.com/Lightning-AI/utilities,pypi,185,2023-10-15T12:32:36Z,false,0,false,
WTForms,https://pypi.org/project/WTForms/,https://github.com/wtforms/wtforms/,pypi,810,2023-10-10T22:09:07Z,false,0,false,
JayDeBeApi,https://pypi.org/project/JayDeBeApi/,https://github.com/baztian/jaydebeapi,pypi,235,2023-10-13T11:53:35Z,true,0,false,
azure-cosmosdb-nspkg,https://pypi.org/project/azure-cosmosdb-nspkg/,https://github.com/Azure/azure-cosmosdb-python,pypi,63,2022-07-28T16:57:08Z,true,0,false,
natsort,https://pypi.org/project/natsort/,https://github.com/SethMMorton/natsort,pypi,150,2022-04-24T22:57:08Z,true,8,true,2022-04-25T03:11:46Z
google-cloud-bigtable,https://pypi.org/project/google-cloud-bigtable/,https://github.com/googleapis/python-bigtable,pypi,874,2023-10-13T18:05:27Z,false,0,false,
scandir,https://pypi.org/project/scandir/,https://github.com/benhoyt/scandir,pypi,141,2023-05-27T15:35:10Z,true,4,true,2023-05-28T07:35:04Z
tensorflow-io,https://pypi.org/project/tensorflow-io/,https://github.com/tensorflow/io,pypi,1875,2023-10-15T11:56:40Z,true,0,false,
twine,https://pypi.org/project/twine/,https://github.com/pypa/twine/,pypi,1022,2023-10-14T14:38:18Z,false,0,false,
google-cloud-spanner,https://pypi.org/project/google-cloud-spanner/,https://github.com/googleapis/python-spanner,pypi,1023,2023-10-13T17:53:17Z,false,0,false,
azure-appconfiguration,https://pypi.org/project/azure-appconfiguration/,https://github.com/Azure/azure-sdk-for-python/tree/main/sdk/appconfiguration/azure-appconfiguration,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
commonmark,https://pypi.org/project/commonmark/,https://github.com/rtfd/commonmark.py,pypi,315,2022-03-25T19:53:56Z,true,0,false,
Flask-Caching,https://pypi.org/project/Flask-Caching/,https://github.com/pallets-eco/flask-caching,pypi,542,2023-10-08T13:00:04Z,false,0,false,
cron-descriptor,https://pypi.org/project/cron-descriptor/,https://github.com/Salamek/cron-descriptor,pypi,75,2023-10-04T09:36:24Z,true,0,false,
geoip2,https://pypi.org/project/geoip2/,https://github.com/maxmind/GeoIP2-python,pypi,104,2020-11-08T08:36:36Z,true,2,true,2020-11-10T16:08:30Z
nh3,https://pypi.org/project/nh3/,https://github.com/messense/nh3,pypi,26,2023-09-08T16:51:28Z,true,0,false,
autopep8,https://pypi.org/project/autopep8/,https://github.com/hhatto/autopep8,pypi,709,2023-10-08T14:42:26Z,false,1,false,
python-editor,https://pypi.org/project/python-editor/,https://github.com/fmoo/python-editor,pypi,38,2023-04-02T03:52:06Z,true,0,false,
Logbook,https://pypi.org/project/Logbook/,https://github.com/getlogbook/logbook,pypi,362,2023-10-04T13:00:30Z,false,0,false,
azure-mgmt-consumption,https://pypi.org/project/azure-mgmt-consumption/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-relay,https://pypi.org/project/azure-mgmt-relay/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
cachelib,https://pypi.org/project/cachelib/,https://github.com/pallets-eco/cachelib/,pypi,314,2023-10-03T05:04:38Z,false,0,false,
datadog-api-client,https://pypi.org/project/datadog-api-client/,https://github.com/DataDog/datadog-api-client-python,pypi,1724,2023-10-13T14:41:24Z,false,0,false,
hologram,https://pypi.org/project/hologram/,https://github.com/fishtown-analytics/hologram,pypi,59,2023-06-18T09:06:10Z,true,0,false,
protobuf3-to-dict,https://pypi.org/project/protobuf3-to-dict/,https://github.com/kaporzhu/protobuf-to-dict,pypi,10,2018-11-02T12:23:11Z,true,0,false,
ndg-httpsclient,https://pypi.org/project/ndg-httpsclient/,https://github.com/cedadev/ndg_httpsclient/,pypi,21,2020-02-25T17:22:06Z,true,0,false,
promise,https://pypi.org/project/promise/,https://github.com/syrusakbary/promise,pypi,102,2023-06-26T18:19:11Z,true,0,false,
tensorflow-metadata,https://pypi.org/project/tensorflow-metadata/,https://github.com/tensorflow/metadata/tags,pypi,37,2022-07-14T17:29:12Z,true,4,false,
jax,https://pypi.org/project/jax/,https://github.com/google/jax,pypi,18123,2023-10-15T20:14:48Z,true,1,true,2023-10-15T20:30:43Z
flit-core,https://pypi.org/project/flit-core/,https://github.com/pypa/flit,pypi,654,2023-08-26T06:07:16Z,true,2,true,2023-08-26T16:12:35Z
zstandard,https://pypi.org/project/zstandard/,https://github.com/indygreg/python-zstandard,pypi,204,2023-10-09T04:25:29Z,true,0,false,
google-cloud-kms,https://pypi.org/project/google-cloud-kms/,https://github.com/googleapis/python-kms,pypi,423,2023-10-13T17:57:37Z,false,0,false,
dbt-extractor,https://pypi.org/project/dbt-extractor/,https://github.com/dbt-labs/dbt-parser-generator/,pypi,61,2023-01-20T23:13:33Z,false,0,false,
connexion,https://pypi.org/project/connexion/,https://github.com/zalando/connexion,pypi,1742,2023-10-15T11:14:35Z,false,1,false,
azure-keyvault-certificates,https://pypi.org/project/azure-keyvault-certificates/,https://github.com/Azure/azure-sdk-for-python/tree/main/sdk/keyvault/azure-keyvault-certificates,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
ConfigArgParse,https://pypi.org/project/ConfigArgParse/,https://github.com/bw2/ConfigArgParse,pypi,286,2023-10-11T19:06:29Z,true,0,false,
cairocffi,https://pypi.org/project/cairocffi/,https://github.com/Kozea/cairocffi/,pypi,219,2023-10-04T19:05:24Z,true,0,false,
azure-mgmt-reservations,https://pypi.org/project/azure-mgmt-reservations/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
hyperlink,https://pypi.org/project/hyperlink/,https://github.com/python-hyper/hyperlink,pypi,182,2023-05-23T11:28:22Z,true,0,false,
cramjam,https://pypi.org/project/cramjam/,https://github.com/milesgranger/pyrus-cramjam,pypi,110,2023-09-25T18:37:35Z,true,4,true,2023-09-26T04:44:44Z
elasticsearch-dsl,https://pypi.org/project/elasticsearch-dsl/,https://github.com/elasticsearch/elasticsearch-dsl-py,pypi,1677,2023-09-29T10:11:08Z,false,0,false,
mypy-boto3-redshift-data,https://pypi.org/project/mypy-boto3-redshift-data/,https://github.com/youtype/mypy_boto3_builder,pypi,220,2023-08-25T16:54:05Z,true,7,true,2023-08-26T05:38:24Z
h3,https://pypi.org/project/h3/,https://github.com/uber/h3-py,pypi,325,2023-08-12T01:57:35Z,false,1,false,
pytest-timeout,https://pypi.org/project/pytest-timeout/,https://github.com/pytest-dev/pytest-timeout,pypi,153,2023-10-12T09:52:47Z,true,1,false,
maxminddb,https://pypi.org/project/maxminddb/,https://github.com/maxmind/MaxMind-DB-Reader-python,pypi,120,2023-09-30T01:52:46Z,true,0,false,
pytz-deprecation-shim,https://pypi.org/project/pytz-deprecation-shim/,https://github.com/pganssle/pytz-deprecation-shim,pypi,30,2022-11-09T00:28:25Z,true,0,false,
langcodes,https://pypi.org/project/langcodes/,https://github.com/rspeer/langcodes,pypi,61,2023-07-04T02:51:04Z,true,0,false,
google-cloud-monitoring,https://pypi.org/project/google-cloud-monitoring/,https://github.com/googleapis/python-monitoring,pypi,564,2023-10-03T01:54:16Z,true,0,false,
pytest-forked,https://pypi.org/project/pytest-forked/,https://github.com/pytest-dev/pytest-forked,pypi,85,2023-05-24T06:04:33Z,false,3,true,2023-05-24T08:31:45Z
PyMuPDF,https://pypi.org/project/PyMuPDF/,https://github.com/pymupdf/pymupdf,pypi,2742,2023-10-14T18:01:16Z,true,2,true,2023-10-14T19:21:45Z
ansible-core,https://pypi.org/project/ansible-core/,https://github.com/ansible/ansible,pypi,81978,2023-10-15T17:05:22Z,true,0,false,
cloudevents,https://pypi.org/project/cloudevents/,https://github.com/cloudevents/sdk-python,pypi,224,2023-10-09T16:57:04Z,false,0,false,
jaxlib,https://pypi.org/project/jaxlib/,https://github.com/google/jax,pypi,18123,2023-10-15T20:14:48Z,true,1,true,2023-10-15T20:30:43Z
oldest-supported-numpy,https://pypi.org/project/oldest-supported-numpy/,https://github.com/scipy/oldest-supported-numpy,pypi,80,2023-09-29T05:11:55Z,true,7,true,2023-09-29T05:20:51Z
tiktoken,https://pypi.org/project/tiktoken/,https://github.com/openai/tiktoken,pypi,205,2023-10-09T14:33:29Z,true,0,false,
azure-cli-telemetry,https://pypi.org/project/azure-cli-telemetry/,https://github.com/Azure/azure-cli,pypi,27595,2023-10-14T12:53:01Z,true,4,false,
diskcache,https://pypi.org/project/diskcache/,https://github.com/grantjenks/python-diskcache,pypi,292,2023-10-14T14:25:46Z,true,0,false,
functions-framework,https://pypi.org/project/functions-framework/,https://github.com/googlecloudplatform/functions-framework-python,pypi,283,2023-10-13T08:34:29Z,true,0,false,
apache-airflow-providers-ssh,https://pypi.org/project/apache-airflow-providers-ssh/,https://github.com/apache/airflow,pypi,34955,2023-10-15T19:25:43Z,true,0,false,
opentelemetry-exporter-otlp,https://pypi.org/project/opentelemetry-exporter-otlp/,https://github.com/open-telemetry/opentelemetry-python/tree/main/exporter/opentelemetry-exporter-otlp,pypi,3476,2023-10-14T07:22:48Z,true,0,false,
gradio-client,https://pypi.org/project/gradio-client/,https://github.com/gradio-app/gradio,pypi,5919,2023-10-15T15:32:44Z,false,3,true,2023-10-15T15:32:58Z
azure-multiapi-storage,https://pypi.org/project/azure-multiapi-storage/,https://github.com/Azure/azure-multiapi-storage-python,pypi,55,2022-09-13T03:11:26Z,false,0,false,
azure-kusto-data,https://pypi.org/project/azure-kusto-data/,https://github.com/Azure/azure-kusto-python,pypi,502,2023-10-09T08:18:36Z,false,1,true,2023-10-12T08:20:16Z
envier,https://pypi.org/project/envier/,https://github.com/DataDog/envier,pypi,27,2023-10-04T14:56:40Z,false,0,false,
PyHive,https://pypi.org/project/PyHive/,https://github.com/dropbox/PyHive,pypi,466,2023-10-12T09:28:28Z,true,3,false,
types-protobuf,https://pypi.org/project/types-protobuf/,https://github.com/python/typeshed,pypi,10887,2023-10-14T20:07:16Z,false,2,true,2023-10-14T21:00:20Z
django-filter,https://pypi.org/project/django-filter/,https://github.com/carltongibson/django-filter,pypi,1611,2023-10-10T06:52:16Z,true,0,false,
marshmallow-dataclass,https://pypi.org/project/marshmallow-dataclass/,https://github.com/lovasoa/marshmallow_dataclass,pypi,250,2023-09-18T16:33:58Z,true,1,true,2023-09-18T17:57:32Z
elastic-transport,https://pypi.org/project/elastic-transport/,https://github.com/elastic/elastic-transport-python,pypi,122,2023-09-28T01:09:36Z,true,1,false,
parse-type,https://pypi.org/project/parse-type/,https://github.com/jenisys/parse_type,pypi,10,2017-09-24T15:27:18Z,false,0,false,
types-python-dateutil,https://pypi.org/project/types-python-dateutil/,https://github.com/python/typeshed,pypi,10887,2023-10-14T20:07:16Z,false,2,true,2023-10-14T21:00:20Z
boltons,https://pypi.org/project/boltons/,https://github.com/mahmoud/boltons,pypi,349,2023-10-12T20:46:59Z,false,0,false,
python-docx,https://pypi.org/project/python-docx/,https://github.com/python-openxml/python-docx,pypi,1262,2023-10-15T17:50:32Z,true,0,false,
twilio,https://pypi.org/project/twilio/,https://github.com/twilio/twilio-python/,pypi,722,2023-09-09T00:25:22Z,true,0,false,
PGPy,https://pypi.org/project/PGPy/,https://github.com/SecurityInnovation/PGPy,pypi,460,2023-10-04T20:58:12Z,true,0,false,
google-cloud-vision,https://pypi.org/project/google-cloud-vision/,https://github.com/googleapis/python-vision,pypi,559,2023-10-13T17:50:50Z,false,0,false,
korean-lunar-calendar,https://pypi.org/project/korean-lunar-calendar/,https://github.com/usingsky/korean_lunar_calendar_py,pypi,8,2022-07-26T01:50:00Z,true,1,true,2022-09-18T02:36:36Z
azure-eventgrid,https://pypi.org/project/azure-eventgrid/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
async_generator,https://pypi.org/project/async_generator/,https://github.com/python-trio/async_generator,pypi,35,2022-01-26T06:17:12Z,false,4,false,
globus-sdk,https://pypi.org/project/globus-sdk/,https://github.com/globus/globus-sdk-python,pypi,648,2022-11-10T18:49:21Z,false,1,false,
apache-airflow-providers-imap,https://pypi.org/project/apache-airflow-providers-imap/,https://github.com/apache/airflow,pypi,34955,2023-10-15T19:25:43Z,true,0,false,
sentence-transformers,https://pypi.org/project/sentence-transformers/,https://github.com/UKPLab/sentence-transformers,pypi,2332,2023-10-10T14:14:58Z,true,3,false,
aws-xray-sdk,https://pypi.org/project/aws-xray-sdk/,https://github.com/aws/aws-xray-sdk-python,pypi,408,2023-09-26T19:45:07Z,true,0,false,
resolvelib,https://pypi.org/project/resolvelib/,https://github.com/sarugaku/resolvelib,pypi,139,2023-10-01T17:45:55Z,false,0,false,
linkify-it-py,https://pypi.org/project/linkify-it-py/,https://github.com/tsutsu3/linkify-it-py,pypi,47,2023-10-02T13:01:17Z,true,1,true,2023-10-04T07:51:00Z
setuptools-rust,https://pypi.org/project/setuptools-rust/,https://github.com/PyO3/setuptools-rust,pypi,363,2023-09-30T09:18:26Z,true,3,false,
terminaltables,https://pypi.org/project/terminaltables/,https://github.com/matthewdeanmartin/terminaltables,pypi,3,2023-06-26T23:02:32Z,true,0,false,
apache-airflow-providers-ftp,https://pypi.org/project/apache-airflow-providers-ftp/,https://github.com/apache/airflow,pypi,34955,2023-10-15T19:25:43Z,true,0,false,
sqlalchemy-redshift,https://pypi.org/project/sqlalchemy-redshift/,https://github.com/sqlalchemy-redshift/sqlalchemy-redshift,pypi,289,2023-09-07T18:04:56Z,true,0,false,
jdcal,https://pypi.org/project/jdcal/,https://github.com/phn/jdcal,pypi,28,2020-12-06T14:38:17Z,true,7,true,2021-02-18T04:08:14Z
pep517,https://pypi.org/project/pep517/,https://github.com/pypa/pep517,pypi,177,2023-08-29T17:36:25Z,false,1,true,2023-08-30T07:14:17Z
incremental,https://pypi.org/project/incremental/,https://github.com/twisted/incremental,pypi,81,2022-12-20T09:24:14Z,false,0,false,
limits,https://pypi.org/project/limits/,https://github.com/alisaifee/limits,pypi,184,2023-10-11T12:00:37Z,true,3,false,
frozendict,https://pypi.org/project/frozendict/,https://github.com/Marco-Sulla/python-frozendict,pypi,85,2023-10-15T05:07:26Z,true,1,true,2023-10-15T12:46:03Z
azure-storage-file,https://pypi.org/project/azure-storage-file/,https://github.com/Azure/azure-storage-python,pypi,713,2023-07-14T19:47:13Z,true,2,false,
service-identity,https://pypi.org/project/service-identity/,https://github.com/pyca/service-identity,pypi,38,2020-05-19T19:27:18Z,true,8,false,
factory-boy,https://pypi.org/project/factory-boy/,https://github.com/FactoryBoy/factory_boy,pypi,1046,2023-09-29T23:22:27Z,true,0,false,
google-cloud,https://pypi.org/project/google-cloud/,https://github.com/GoogleCloudPlatform/google-cloud-python,pypi,11828,2023-10-13T21:07:28Z,false,1,true,2023-10-13T21:07:37Z
ml-dtypes,https://pypi.org/project/ml-dtypes/,https://github.com/jax-ml/ml_dtypes,pypi,115,2023-10-13T13:57:52Z,true,1,true,2023-10-13T15:35:39Z
addict,https://pypi.org/project/addict/,https://github.com/mewwts/addict,pypi,152,2023-02-08T21:50:15Z,true,0,false,
pypandoc,https://pypi.org/project/pypandoc/,https://github.com/JessicaTegner/pypandoc,pypi,347,2023-10-14T12:26:30Z,true,1,true,2023-10-15T03:51:47Z
blessed,https://pypi.org/project/blessed/,https://github.com/jquast/blessed,pypi,259,2023-09-28T16:13:23Z,true,1,true,2023-09-30T19:50:54Z
azure-synapse-artifacts,https://pypi.org/project/azure-synapse-artifacts/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
cx-Oracle,https://pypi.org/project/cx-Oracle/,https://github.com/oracle/python-cx_Oracle,pypi,659,2023-10-08T12:17:40Z,true,1,true,2023-10-09T21:03:15Z
azure-mgmt-apimanagement,https://pypi.org/project/azure-mgmt-apimanagement/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
requests-ntlm,https://pypi.org/project/requests-ntlm/,https://github.com/requests/requests-ntlm,pypi,136,2023-06-12T10:42:32Z,true,10,false,
django-extensions,https://pypi.org/project/django-extensions/,https://github.com/django-extensions/django-extensions,pypi,1840,2023-09-22T18:53:05Z,true,0,false,
apache-airflow-providers-amazon,https://pypi.org/project/apache-airflow-providers-amazon/,https://github.com/apache/airflow,pypi,34955,2023-10-15T19:25:43Z,true,0,false,
azure-mgmt-redhatopenshift,https://pypi.org/project/azure-mgmt-redhatopenshift/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
cmdstanpy,https://pypi.org/project/cmdstanpy/,https://github.com/stan-dev/cmdstanpy,pypi,708,2023-09-26T18:56:55Z,false,4,true,2023-09-26T19:00:37Z
apache-airflow-providers-sqlite,https://pypi.org/project/apache-airflow-providers-sqlite/,https://github.com/apache/airflow,pypi,34955,2023-10-15T19:25:43Z,true,0,false,
cookiecutter,https://pypi.org/project/cookiecutter/,https://github.com/cookiecutter/cookiecutter,pypi,1959,2023-10-12T02:06:59Z,true,0,false,
types-cryptography,https://pypi.org/project/types-cryptography/,https://github.com/python/typeshed,pypi,10887,2023-10-14T20:07:16Z,false,2,true,2023-10-14T21:00:20Z
Flask-Session,https://pypi.org/project/Flask-Session/,https://github.com/pallets-eco/flask-session/,pypi,193,2023-10-06T05:39:53Z,true,0,false,
magicattr,https://pypi.org/project/magicattr/,https://github.com/frmdstryr/magicattr,pypi,5,2021-04-01T22:37:37Z,true,1,true,2021-04-02T11:24:24Z
pymsteams,https://pypi.org/project/pymsteams/,https://github.com/rveachkc/pymsteams,pypi,147,2023-07-15T14:09:37Z,true,1,false,
pylint-plugin-utils,https://pypi.org/project/pylint-plugin-utils/,https://github.com/PyCQA/pylint-plugin-utils,pypi,34,2023-10-09T21:21:16Z,false,0,false,
voluptuous,https://pypi.org/project/voluptuous/,https://github.com/alecthomas/voluptuous,pypi,484,2023-08-21T14:46:20Z,true,0,false,
azure-mgmt-privatedns,https://pypi.org/project/azure-mgmt-privatedns/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-netapp,https://pypi.org/project/azure-mgmt-netapp/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
cinemagoer,https://pypi.org/project/cinemagoer/,https://github.com/cinemagoer/cinemagoer,pypi,484,2023-10-11T01:14:25Z,false,2,true,2023-10-11T21:25:32Z
IMDbPY,https://pypi.org/project/IMDbPY/,https://github.com/cinemagoer/cinemagoer,pypi,484,2023-10-11T01:14:25Z,false,2,true,2023-10-11T21:25:32Z
emoji,https://pypi.org/project/emoji/,https://github.com/carpedm20/emoji/,pypi,269,2023-07-06T15:43:51Z,false,0,false,
databricks-api,https://pypi.org/project/databricks-api/,https://github.com/crflynn/databricks-api,pypi,38,2023-02-06T21:51:34Z,true,0,false,
newrelic,https://pypi.org/project/newrelic/,https://github.com/newrelic/newrelic-python-agent,pypi,938,2023-10-11T20:45:51Z,false,2,false,
azure-mgmt-sqlvirtualmachine,https://pypi.org/project/azure-mgmt-sqlvirtualmachine/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
configobj,https://pypi.org/project/configobj/,https://github.com/DiffSK/configobj,pypi,241,2023-10-11T07:41:13Z,true,0,false,
bandit,https://pypi.org/project/bandit/,https://github.com/PyCQA/bandit,pypi,1068,2023-10-04T17:35:58Z,false,1,true,2023-10-04T17:58:52Z
ultralytics,https://pypi.org/project/ultralytics/,https://github.com/ultralytics/ultralytics,pypi,5718,2023-10-15T16:30:06Z,true,1,false,
w3lib,https://pypi.org/project/w3lib/,https://github.com/scrapy/w3lib,pypi,204,2022-11-23T12:29:46Z,false,4,true,2022-11-23T15:06:50Z
google-cloud-datacatalog,https://pypi.org/project/google-cloud-datacatalog/,https://github.com/googleapis/google-cloud-python,pypi,11828,2023-10-13T21:07:28Z,false,1,true,2023-10-13T21:07:37Z
DIRAC,https://pypi.org/project/DIRAC/,https://github.com/DIRACGrid/DIRAC/,pypi,7232,2023-10-09T08:46:01Z,true,4,false,
azure-mgmt-hdinsight,https://pypi.org/project/azure-mgmt-hdinsight/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
azure-mgmt-security,https://pypi.org/project/azure-mgmt-security/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
tableauserverclient,https://pypi.org/project/tableauserverclient/,https://github.com/tableau/server-client-python,pypi,1297,2023-10-15T03:47:58Z,false,0,false,
azure-mgmt-kusto,https://pypi.org/project/azure-mgmt-kusto/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
